company,date,Sent_d,daily_return
Tesco,2024-07-08,0.03625,-0.005157974040268425
Tesco,2024-07-09,0.07281456291258251,-0.0032372964497913107
Tesco,2024-07-12,0.0651558073654391,0.013601348379793718
Tesco,2024-07-16,0.03949012746813297,0.010085178452065885
Tesco,2024-07-17,0.04823794051487129,0.008430963288799422
Tesco,2024-07-18,0.022755688922230555,0.010208905370243274
Tesco,2024-07-22,-0.022755688922230562,0.0006133088202058488
Tesco,2024-07-23,0.03875,-0.0009201043433977198
Tesco,2024-07-24,0.043375,0.003981018885076175
Tesco,2024-07-25,0.033249999999999995,-0.0049019706002066685
Tesco,2024-07-26,0.10916666666666665,0.004596300415953052
Tesco,2024-07-29,0.11993496748374187,0.011550280383228051
Tesla,2024-05-08,0.0017500000000000016,-0.0175308719113163
Tesla,2024-05-10,0.0038339723287214573,-0.020562350597995414
Tesla,2024-05-14,-0.002999250187453133,0.03239752204903156
Tesla,2024-05-17,-0.013748281464816901,0.01487396141207806
Tesla,2024-05-20,0.09200000000000001,-0.014245012593494734
Tesla,2024-05-21,0.018,0.06446706959954646
Tesla,2024-05-23,0.09462500000000001,-0.036007846517191675
Tesla,2024-05-28,-0.005500000000000001,-0.01398938514126017
Tesla,2024-05-31,0.021714285714285717,-0.003979045236493952
Tesla,2024-06-03,-0.009749999999999998,-0.010102521229582731
Tesla,2024-06-07,0.0325,-0.002588488305912631
Tesla,2024-06-10,0.00733333333333334,-0.021010252734066218
Tesla,2024-06-11,0.019745063734066478,-0.018174400668203614
Tesla,2024-06-12,0.055842640440073345,0.03811353680185033
Tesla,2024-06-13,0.05648117294235255,0.02879896603815474
Tesla,2024-06-14,0.04631578947368422,-0.02474604745910234
Tesla,2024-06-17,0.01014430632947564,0.05161906571019877
Tesla,2024-06-18,0.03725,-0.013860012362908552
Tesla,2024-06-25,-0.002100000000000013,0.025790092102761508
Tesla,2024-06-26,-0.006000000000000005,0.047022109522442616
Tesla,2024-06-27,0.0375481225938703,0.005332804227602987
Tesla,2024-06-28,-0.0684,0.0023273473697660637
Tesla,2024-07-01,0.016000000000000004,0.058779855370257116
Tesla,2024-07-02,0.01650275045840972,0.09710197697105068
Tesla,2024-07-03,0.043,0.06337302771939497
Tesla,2024-07-05,0.04580916183236648,0.020606862820631275
Tesla,2024-07-09,0.016000000000000004,0.0364509467364302
Tesla,2024-07-16,0.036375000000000005,0.015397004877567575
Tesla,2024-07-17,0.0002500000000000002,-0.031919709848216064
Tesla,2024-07-18,0.06839999999999999,0.0029333193636387144
Tesla,2024-07-22,0.04466666666666666,0.050182728104264024
Tesla,2024-07-23,0.022750000000000003,-0.020607690646912584
Tesla,2024-07-24,0.017666666666666674,-0.13164294921766592
Tesla,2024-07-25,0.035294607883990345,0.019531154500126734
Tesla,2024-07-26,0.10169621908534944,-0.0020452228467678847
Tesla,2024-07-29,0.05992857142857143,0.05445027131087037
Toyota,2024-05-02,0.10490054450494499,0.017350696395656378
Toyota,2024-05-14,0.08940000000000001,0.0068398455030911
Toyota,2024-05-15,0.048749999999999995,0.011129800921167485
Toyota,2024-05-28,0.0426042604260426,0.008632618583502026
Toyota,2024-05-29,0.0755,-0.02205003011281368
Toyota,2024-06-03,0.030500000000000003,-0.02485698635829758
Toyota,2024-06-04,0.05842496945462624,-0.008472420813897001
Toyota,2024-06-06,0.0205,0.008174627829368048
Toyota,2024-06-11,0.045,-0.013113196880314143
Toyota,2024-06-12,0.06416666666666666,0.0016546626317601135
Toyota,2024-06-17,0.039990002499375156,-0.00983873559889409
Toyota,2024-06-18,0.00425,-0.005445125694911861
Toyota,2024-06-21,0.04725,-0.0049469337203516895
Toyota,2024-06-25,0.03574106473381655,0.03573924292858401
Toyota,2024-06-26,0.034749999999999996,-0.014851274426398602
Toyota,2024-07-09,0.020600000000000007,-0.016084555219821477
Toyota,2024-07-10,0.03539292141571686,0.020660776632803458
Toyota,2024-07-11,0.0475,-0.010497886990744037
Toyota,2024-07-12,0.03175,0.01876939278089339
Toyota,2024-07-15,0.017666666666666674,-0.0032810644633936236
Toyota,2024-07-16,0.037500000000000006,-0.0014993594257713728
Toyota,2024-07-17,0.05068986202759448,-0.010754623231851777
Toyota,2024-07-18,0.02779814679021399,-0.022462848296353945
Toyota,2024-07-19,0.029289898556936696,-0.01360222483369631
Toyota,2024-07-22,0.009113281550411446,0.015052261338673828
Toyota,2024-07-23,0.034458333333333334,0.0032424641183506466
Toyota,2024-07-24,0.019664793829159116,-0.018041143612125554
Toyota,2024-07-25,0.025644078289442356,-0.009937653448739646
Toyota,2024-07-26,0.04045512010113778,-0.01408074428488662
Toyota,2024-07-29,0.022321947589927216,-0.00020779220853994117
